"PartNumber","PartDescription","PartDetails","UOM","UPC","PartType","Active","ABCCode","Weight","WeightUOM","Width","Height","Length","SizeUOM","PrimaryTracking","AlertNote","PictureUrl","Tracks-Lot Number","Tracks-Serial Number","Tracks-Asset Tag","Tracks-Condtion","CF-MPN","CF-Max Spec Needed","CF-Integration Manual Needed","CF-CPU Type","CF-Processor","CF-CPU Base Frequency (GHz)","CF-Screen Size","CF-Display Type","CF-Display (Long Form)","CF-Screen Resolution","CF-Touchscreen?","CF-IPS?","CF-120Hz","CF-144Hz","CF-5ms Response Time","CF-3ms Response Time","CF-G-Sync","CF-Graphics Card","CF-VRAM (GB)","CF-VR Ready?","CF-RAM Size","CF-RAM Type","CF-RAM Speed (MHz)","CF-Max RAM Capability","CF-SSD","CF-SSD Type","CF-HDD","CF-HDD Speed (RPM)","CF-Optical Drive","CF-Operating System","CF-Wireless","CF-Wifi Brand","CF-Bluetooth","CF-USB Ports","CF-USB 3.1 Type C","CF-Video Ports","CF-Thunderbolt","CF-Audio Ports","CF-Card Reader","CF-Keyboard","CF-Backlit Keyboard","CF-Fingerprint Reader","CF-Webcam","CF-Battery","CF-Power Supply (W)","CF-Item Length (in)","CF-Item Width (in)","CF-Item Height (in)","CF-Item Weight (lb)"
"LT-AC-0160-B","ACER SWIFT 3 - 14"" - NX.GQGAA.003 I5-8250U W10 8GB RAM 256GB SSD FHD Graphics 620 Silver - USED VERY GOOD","Core i5 8250U / 1.6 GHz - Win 10 Home 64-bit - 8 GB RAM - 256 GB SSD - 14"" IPS 1920 x 1080 (Full HD) - UHD Graphics 620 - Wi-Fi - sparkly silver - kbd: US International","ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","NX.GQGAA.003",,,"Intel Core i5 8th Gen","i5-8250U","1.6","14""","Full HD","14"" Full HD Display","1920 x 1080",,"1",,,,,,"Intel Integrated Graphics",,,"8GB","DDR4","2400",,"256GB","SATA",,,,"Windows 10 Home","802.11 AC","Intel","Bluetooth 4.0","1x USB 3.1 (Type-C), 2x USB 3.0, 1x USB 2.0","1","1x HDMI",,"1x Headphone/Microphone Combo","SD Card","Backlit Keyboard","1",,"HD Webcam","4-Cell, 48Whr Lithium-Ion Battery",,"13.31","9.21","0.71","3.97"
"DT-HP-0112-CUK-002","HP Pavilion 580 (Intel Pentium G4560, 8GB RAM, 1TB HDD, NVIDIA GeForce GTX 1050 2GB, Windows 10 Home)","Input: G4560, GTX 1050 2GB
Output: i5-7400, GTX 1060 3GB","ea",,"Inventory","true","N","1","lbs","0","0","0","in","Serial Number",,,"false","true","false","false","580-023w",,,"Intel Pentium","G4560","3.5",,,,,,,,,,,,"NVideo GeForce GTX 1050","2",,"8GB","DDR4","2400",,,,"1TB","7200","1","Windows 10 Home","802.11 AC",,"Bluetooth 4.2","1x USB 3.0 (Type-C), 3x USB 3.0, 2x USB 2.0",,"1x HDMI, 1x DVI, 1x DisplayPort",,"1x Heaphone/Microphone Combo","7-in-1 Memory Card Reader",,,,,,"300W","14.88","6.5","14.33","15.77"
"DT-HP-0112-CUK-003","HP Pavilion 580 (Intel Pentium G4560, 8GB RAM, 256GB SSD, NVIDIA GeForce GTX 1050 2GB, Windows 10 Home)","Input: G4560, 256GB 7mm SSD, GTX 1050 2GB
Output: i5-7400, 1TB@7200 DT, GTX 1060 3GB","ea",,"Inventory","true","N","1","lbs","0","0","0","in","Serial Number",,,"false","true","false","false","580-023w",,,"Intel Pentium","G4560","3.5",,,,,,,,,,,,"NVideo GeForce GTX 1050","2",,"8GB","DDR4","2400",,"256GB","SATA",,,"1","Windows 10 Home","802.11 AC",,"Bluetooth 4.2","1x USB 3.0 (Type-C), 3x USB 3.0, 2x USB 2.0",,"1x HDMI, 1x DVI, 1x DisplayPort",,"1x Heaphone/Microphone Combo","7-in-1 Memory Card Reader",,,,,,"300W","14.88","6.5","14.33","15.77"
"DT-HP-0112-CUK-004","HP Pavilion 580 (Intel Pentium G4560, 16GB RAM, 256GB SSD + 1TB HDD, NVIDIA GeForce GTX 1050 2GB, Windows 10 Home)","Input: G4560, 2x8GB DDR4-2400 DT, 256GB 7mm SSD, GTX 1050 2GB
Output: i5-7400, 1x8GB DDR4-2400 DT, GTX 1060 3GB","ea",,"Inventory","true","N","1","lbs","0","0","0","in","Serial Number",,,"false","true","false","false","580-023w",,,"Intel Pentium","G4560","3.5",,,,,,,,,,,,"NVideo GeForce GTX 1050","2",,"16GB","DDR4","2400",,"256GB","SATA","1TB","7200","1","Windows 10 Home","802.11 AC",,"Bluetooth 4.2","1x USB 3.0 (Type-C), 3x USB 3.0, 2x USB 2.0",,"1x HDMI, 1x DVI, 1x DisplayPort",,"1x Heaphone/Microphone Combo","7-in-1 Memory Card Reader",,,,,,"300W","14.88","6.5","14.33","15.77"
"DT-HP-0112-CUK-005","HP Pavilion 580 (Intel i5-7400, 8GB RAM, 256GB SSD, NVIDIA GeForce GTX 1050 Ti 4GB, Windows 10 Home)","Input: 256GB 7mm SSD, GTX 1050 Ti
Output: 1TB@7200 DT, GTX 1060 3GB","ea",,"Inventory","true","N","1","lbs","0","0","0","in","Serial Number",,,"false","true","false","false","580-023w",,,"Intel Core i5 7th Gen","i5-7400","3",,,,,,,,,,,,"NVideo GeForce GTX 1050 Ti","4",,"8GB","DDR4","2400",,"256GB","SATA",,,"1","Windows 10 Home","802.11 AC",,"Bluetooth 4.2","1x USB 3.0 (Type-C), 3x USB 3.0, 2x USB 2.0",,"1x HDMI, 1x DVI, 1x DisplayPort",,"1x Heaphone/Microphone Combo","7-in-1 Memory Card Reader",,,,,,"300W","14.88","6.5","14.33","15.77"
"DT-HP-0112-CUK-006","HP Pavilion 580 (Intel i5-7400, 16GB RAM, 128GB NVMe SSD + 1TB HDD, NVIDIA GeForce GTX 1050 Ti 4GB, Windows 10 Home)","Input: 2x8GB DDR4-2400 DT, 128GB M.2 NVMe 2280, GTX 1050 Ti
Output: 1x8GB DDR4-2400 DT, GTX 1060 3GB","ea",,"Inventory","true","N","1","lbs","0","0","0","in","Serial Number",,,"false","true","false","false","580-023w",,,"Intel Core i5 7th Gen","i5-7400","3",,,,,,,,,,,,"NVideo GeForce GTX 1050 Ti","4",,"16GB","DDR4","2400",,"128GB","NVMe","1TB","7200","1","Windows 10 Home","802.11 AC",,"Bluetooth 4.2","1x USB 3.0 (Type-C), 3x USB 3.0, 2x USB 2.0",,"1x HDMI, 1x DVI, 1x DisplayPort",,"1x Heaphone/Microphone Combo","7-in-1 Memory Card Reader",,,,,,"300W","14.88","6.5","14.33","15.77"
"LT-HP-0604","HP OMEN Laptop - 17-an053nr - 1KV92UA#ABA : Win10 Home, i7-7700HQ + GTX 1070 8GB, 32GB DDR4, 2TB HDD + 256GB PCIe SSD, 17.3” 4K IPS (3840x2160), No ODD, HD Camera, (2x2) BT","Windows 10 Home 64
Intel® Core™ i7-7700HQ (2.8 GHz base frequency, up to 3.8 GHz with Intel® Turbo Boost Technology, 6 MB cache, 4 cores) 
NVIDIA® GeForce® GTX 1070 (8 GB GDDR5 dedicated)
17.3"" diagonal 4K IPS anti-glare WLED-backlit (3840 x 2160) 
32 GB DDR4-2400 SDRAM (2 x 16 GB)
2 TB 5400 rpm SATA 
256 GB PCIe® NVMe™ M.2 SSD
Integrated 10/100/1000 GbE LAN
Intel® 802.11b/g/n/ac (2x2) Wi-Fi® and Bluetooth® 4.2 Combo
230 W AC power adapter
8-cell, 82 Wh Li-ion
1 Thunderbolt™ 3 (Data up to 40 Gb/s, Power Delivery, DP1.2, HP Sleep and Charge); 3 USB 3.1 Gen 1 (1 HP Sleep and Charge); 1 Mini DisplayPort™; 1 HDMI; 1 RJ-45; 1 headphone/microphone combo
1 multi-format SD media card reader
HP Wide Vision HD Camera with integrated dual array digital microphone
Bang & Olufsen, dual speakers, HP Audio Boost, DTS Headphone:X support
16.65 x 11.97 x 1.3 in
8.23 lb","ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","1KV92UA#ABA",,,"Intel Core i7 7th Gen","i7-7700HQ","2.8","17.3""","4K UHD","17.3"" Diagonal 4K IPS Anti-Glare WLED-backlit","3840 x 2160",,"1",,,,,,"NVIDIA Geforce GTX 1070","8","1","32GB","DDR4","2400","32GB","256GB","NVMe","2TB","5400",,"Windows 10 Home","802.11 AC","Intel","Bluetooth 4.2","3 x USB 3.1 Gen 1, 1 x Thunderbolt 3","1","1 x mini DisplayPort, 1 x HDMI","1","1 x Microphone/Headphone Combo","SD Card Reader","Full-size island-style dragon red backlit keyboard with numeric keypad","1",,"HD Webcam","8-cell Lithium-ion (82 WHr)","230W AC power adapter","16.65","11.97","1.3","8.23"
"DT-HP-0115","HP Envy 750-610 2HJ26AA#ABA – Win10 Home, AMD Ryzen 5 1400 + RX 580 4GB, 8GB DDR4, 1TB HDD, DVDRW, 300W, BT","Windows 10 Home 64
AMD Ryzen™ 5 1400 (3.2 GHz base frequency, up to 3.4 GHz burst frequency, 8 MB cache, 4 cores)
AMD Radeon™ RX 580 Graphics (4 GB GDDR5 dedicated)
8 GB DDR4-2400 SDRAM (1 x 8 GB)
1 TB 7200 rpm SATA
DVD-Writer
7-in-1 memory card reader
Integrated 10/100/1000 Gigabit Ethernet LAN
802.11a/b/g/n/ac (1x1) and Bluetooth® 4.2 M.2 combo
300 W Bronze efficiency power supply
1 headphone/microphone combo; 1 USB 3.0 Type-C™; 2 USB 3.0
2 USB 2.0; 2 USB 3.0
1 HDMI; 3 DisplayPort
Natural Silver
6.5 x 15.95 x 15.79 in
21.72 lb","ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","2HJ26AA#ABA",,,"AMD Ryzen 5","Ryzen 5 1400","3.2 GHz","N/A",,,,,,,,,,,"AMD RX 580","4",,"8GB","DDR4","2400",,,,"1TB","7200",,"Windows 10 Home","802.11 AC",,"Bluetooth 4.2","1x USB 3.0 Type-C; 2x USB 3.0, 2x USB 2.0, 2x USB 3.0",,"1 HDMI; 3 DisplayPort",,"1 headphone/microphone combo","7-in-1 memory card reader","N/A",,,"N/A",,,,,,
"DT-CU-0019-CUK-026","CUK Lineage Gaming Desktop (Intel G4560, 8GB DDR4 RAM, 120GB SSD + 1TB HDD, NVIDIA GeForce GTX 1050 Ti 4GB, Windows 10) - White","Input: Lineage S902A White Case, Acer Mobo, G4560, 1x8GB DDR4-2400 DT, 120GB M.2 SATA 2280, 1TB@7200 DT, GTX 1050 Ti 4GB, 300W PSU, SATA to MOLEX adapter, 4-pin to 8-pin Adapter, USB 3.0 to 2.0 Adapter
Output: -","ea",,"Inventory","true","N","1","lbs","0","0","0","in","Serial Number",,,"false","true","false","false","DT-CU-0019-CUK-026",,,"Intel Pentium","G4560","3.5",,,,,,,,,,,,"NVIDIA GeForce GTX 1050 Ti","4","1","8GB","DDR4","2400",,"256GB","SATA","1TB","7200",,"Windows 10 Home",,,,"3x USB 3.0",,"1x HDMI 2.0, 1x Display Port 1.4",,,,,,,,,"300W","20","18.66","8.6","30"
"LT-AS-0186-CUK-006","ASUS GL702VI-WB74 (Intel i7-7700HQ, 16GB RAM, 512GB NVMe SSD + 1TB HDD, NVIDIA GTX 1080 8GB, 17.3"" Full HD, Windows 10)","Input: 512GB M.2 NVMe 2280
Output: 256GB M.2 NVMe 2280","ea",,"Inventory","true","N","1","lbs","0","0","0","in","Serial Number",,,"false","true","false","false","GL702VI-WB74",,,"Intel Core i7 7th Gen","i7-7700HQ","2.8","17.3""","Full HD","17.3"" Full HD 120Hz G-Sync 72% NTSC Display","1920 x 1080",,"1","1",,,,"1","NVIDIA Geforce GTX 1080","8","1","16GB","DDR4","2400","32GB","512GB","NVMe","1TB","5400",,"Windows 10 Home","802.11 AC",,"Bluetooth 4.1","1 x USB 3.1 Type C, 3 x USB 3.0","1","1 x Mini DisplayPort, 1 x HDMI",,"1 x Microphone/Headphone Combo","SD, MMC","RGB (4-Zone) Backlit Keyboard","1",,"HD Webcam","8-Cell Lithium-ion (88 WHr)",,"16.3","11","1.5","7.5"
"LT-AS-0186-CUK-005","ASUS GL702VI-WB74 (Intel i7-7700HQ, 16GB RAM, 240GB NVMe SSD + 1TB HDD, NVIDIA GTX 1080 8GB, 17.3"" Full HD, Windows 10)","Input: 240GB M.2 NVMe 2280
Output: 256GB M.2 NVMe 2280","ea",,"Inventory","true","N","1","lbs","0","0","0","in","Serial Number",,,"false","true","false","false","GL702VI-WB74",,,"Intel Core i7 7th Gen","i7-7700HQ","2.8","17.3""","Full HD","17.3"" Full HD 120Hz G-Sync 72% NTSC Display","1920 x 1080",,"1","1",,,,"1","NVIDIA Geforce GTX 1080","8","1","16GB","DDR4","2400","32GB","240GB","NVMe","1TB","5400",,"Windows 10 Home","802.11 AC",,"Bluetooth 4.1","1 x USB 3.1 Type C, 3 x USB 3.0","1","1 x Mini DisplayPort, 1 x HDMI",,"1 x Microphone/Headphone Combo","SD, MMC","RGB (4-Zone) Backlit Keyboard","1",,"HD Webcam","8-Cell Lithium-ion (88 WHr)",,"16.3","11","1.5","7.5"
"LT-AS-0186-CUK-007","ASUS GL702VI-WB74 (Intel i7-7700HQ, 32GB RAM, 1TB NVMe SSD + 2TB HDD, NVIDIA GTX 1080 8GB, 17.3"" Full HD, Windows 10)","Input: 2x16GB DDR4-2400 + 1TB M.2 NVMe 2280 + 2TB@5400 7mm
Output: 1x16GB DDR4-2400 + 256GB M.2 NVMe 2280 + 1TB@5400 9.5mm","ea",,"Inventory","true","N","1","lbs","0","0","0","in","Serial Number",,,"false","true","false","false","GL702VI-WB74",,,"Intel Core i7 7th Gen","i7-7700HQ","2.8","17.3""","Full HD","17.3"" Full HD 120Hz G-Sync 72% NTSC Display","1920 x 1080",,"1","1",,,,"1","NVIDIA Geforce GTX 1080","8","1","32GB","DDR4","2400","32GB","1TB","NVMe","2TB","5400",,"Windows 10 Home","802.11 AC",,"Bluetooth 4.1","1 x USB 3.1 Type C, 3 x USB 3.0","1","1 x Mini DisplayPort, 1 x HDMI",,"1 x Microphone/Headphone Combo","SD, MMC","RGB (4-Zone) Backlit Keyboard","1",,"HD Webcam","8-Cell Lithium-ion (88 WHr)",,"16.3","11","1.5","7.5"
"DT-HP-0116","HP Omen 880-010z 1VK44AV: Win10 Home, RYZEN 7 1700, 16GB, 1 TB HDD, GTX 1080Ti 11G, DVDRW","Windows 10 Home
AMD Octa-Core RYZEN 7 1700
16 GB memory
1 TB HDD storage
NVIDIA® GeForce® GTX 1080Ti 11G
ODD DVD Writer 9.5mm Tray
WLAN RT 8822 ac 2x2 +BT 4.2LE WW
500 W AC power adapter
DTS Studio Sound™; DTS Headphone:X™
HP 3-in-1 Media Card Reader
2 USB 3.0; 2 USB 3.0 Type-C™; 1 microphone jack; 1 headphone jack
17.41 x 7.56 x 16.43 in
38.8 lb","ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","1VK44AV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LT-AS-0186-CUK-004","ASUS GL702VI-WB74 (Intel i7-7700HQ, 16GB RAM, 128GB SSD + 1TB HDD, NVIDIA GTX 1080 8GB, 17.3"" Full HD, Windows 10)","Input: 128GB M.2 SATA 2280
Output: 256GB M.2 NVMe 2280","ea",,"Inventory","true","N","1","lbs","0","0","0","in","Serial Number",,,"false","true","false","false","GL702VI-WB74",,,"Intel Core i7 7th Gen","i7-7700HQ","2.8","17.3""","Full HD","17.3"" Full HD 120Hz G-Sync 72% NTSC Display","1920 x 1080",,"1","1",,,,"1","NVIDIA Geforce GTX 1080","8","1","16GB","DDR4","2400","32GB","128GB","SATA","1TB","5400",,"Windows 10 Home","802.11 AC",,"Bluetooth 4.1","1 x USB 3.1 Type C, 3 x USB 3.0","1","1 x Mini DisplayPort, 1 x HDMI",,"1 x Microphone/Headphone Combo","SD, MMC","RGB (4-Zone) Backlit Keyboard","1",,"HD Webcam","8-Cell Lithium-ion (88 WHr)",,"16.3","11","1.5","7.5"
"LT-HP-0494-CUK-002","HP 17z 1EX13AV - Win10 Home, A6-9220 + R4 Graphics, 16GB DDR4, 17.3"" HD+, 256GB SSD, DVDRW, 802.11b/g/n - Natural Silver","Input: 2x8GB DDR4-2400 + 256GB 7mm SSD
Output: 1x8GB DDR4-2400 + 1TB@5400 9.5mm","ea",,"Inventory","true","N","1","lbs","0","0","0","in","Serial Number",,,"false","true","false","false","1EX13AV",,,"AMD A6-Series",,"2.5","17.3""","HD+","17.3"" diagonal HD+ SVA BrightView WLED-backlit (1600 x 900)","1600 x 900",,,,,,,,"AMD Integrated Graphics",,,"16GB","DDR4","2400",,"256GB","SATA",,,"1","Windows 10 Home","802.11 BGN",,,"2x USB 3.1 Gen 1, 1x USB 2.0",,"1x HDMI",,"1x Headphone/Microphone Combo","multi-format SD card reader","Full-size island-style keyboard with integrated numeric keypad",,,"HP Webcam with Digital Microphone","3-Cell, 31Whr Lithium-Ion Battery",,"15.34","10.94","0.97","5.62"
"LT-HP-0540-CUK-003","HP 17z 1EX13AV - Win10 Home, A12-9720P + R7 Graphics, 4GB DDR4, 17.3"" HD+, 128GB SSD, DVDRW, 802.11b/g/n - Jet Black","Input: 1x4GB DDR4-2400 + 128GB M.2 SATA 2242 + M.2 to SATA 2.5in Adapter
Output: 1x8GB DDR4-2400 + 1TB@5400 9.5mm","ea",,"Inventory","true","N","1","lbs","0","0","0","in","Serial Number",,,"false","true","false","false","1EX13AV",,,"AMD A12-Series",,"2.7","17.3""","HD+","17.3"" diagonal HD+ SVA BrightView WLED-backlit (1600 x 900)","1600 x 900",,,,,,,,"AMD Integrated Graphics",,,"4GB","DDR4","2400",,"128GB","SATA",,,"1","Windows 10 Home","802.11 BGN",,,"2x USB 3.1 Gen 1, 1x USB 2.0",,"1x HDMI",,"1x Headphone/Microphone Combo","multi-format SD card reader","Full-size island-style keyboard with integrated numeric keypad",,,"HP Webcam with Digital Microphone","3-Cell, 31Whr Lithium-Ion Battery",,"15.34","10.94","0.97","5.62"
"DT-HP-0115-CUK-001","HP Envy 750-610 Gaming Desktop (AMD Ryzen 5 1400 + GeForce GTX 1050 2GB, 8GB RAM, 1TB Hard Drive, DVDRW, Bluetooth 4.1) Gamers Tower PC","Inputs: GTX 1050 2GB
Outputs: RX 580 4GB","ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","2HJ26AA#ABA",,,"AMD Ryzen 5","Ryzen 5 1400","3.2 GHz","N/A",,,,,,,,,,,"NVIDIA Geforce GTX 1050","2",,"8GB","DDR4","2400",,,,"1TB","7200",,"Windows 10 Home",,,"Bluetooth 4.2","1x USB 3.0 Type-C; 2x USB 3.0, 2x USB 2.0, 2x USB 3.0",,"1 HDMI; 3 DisplayPort",,"1 headphone/microphone combo","7-in-1 memory card reader","N/A",,,"N/A",,,,,,
"AC-GPU-166","Generic GTX 1080 Ti Graphics Card",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"true","false","false","false","AC-GPU-166",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AC-H2O-0019","HP 120mm Water Cooler",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"true","false","false","false","AC-H2O-0019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AC-GPU-167-0B","HP SLI Bridge",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"true","false","false","false","AC-GPU-167-0B",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AC-PS-0085","Generic 750W Power Supply",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"true","false","false","false","AC-PS-0085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DT-HP-0114-CUK-001","HP Omen 880-150t 2TB60AV (i7-8700, 8GB DDR4 RAM, 16GB Intel Optane + 1TB HDD, NVIDIA GeForce GTX 1070 8GB, 450W PSU, Windows 10 Home)","Input: i7-8700, 1x8GB DDR4-2400 DT, 16GB Intel Optane, GTX 1070, EVGA 450W PSU
Output: i7-8700K, 4x8GB DDR4-2400 DT, 2 x Generic GTX 1080 Ti, HP SLI Bridge, Generic 750W PSU, HP 120mm Water Cooler","ea",,"Inventory","true","N","1","lbs","0","0","0","in","Serial Number",,,"false","true","false","false","2TB60AV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DT-HP-0114-CUK-002","HP Omen 880-150t 2TB60AV (i7-8700K, 16GB DDR4 RAM, 256GB NVMe SSD + 1TB HDD, NVIDIA GeForce GTX 1070 8GB, 500W PSU, Windows 10 Home)","Input: 2x8GB DDR4-2400 DT, 256GB M.2 NVMe 2280, GTX 1070, SP 500W PSU, Slimline SATA Cable
Output: 4x8GB DDR4-2400 DT, 2 x Generic GTX 1080 Ti, HP SLI Bridge, Generic 750W PSU, HP 120mm CPU Cooler","ea",,"Inventory","true","N","1","lbs","0","0","0","in","Serial Number",,,"false","true","false","false","2TB60AV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DT-HP-0115-CUK-002","HP Envy 750-610 Gaming Desktop (AMD Ryzen 5 1400 + GeForce GTX 1050 2GB, 8GB RAM, 120GB SSD + 1TB HDD, DVDRW, Bluetooth 4.1) Gamers Tower PC","Inputs: GTX 1050 2GB + 120GB 7mm SSD
Outputs: RX 580 4GB","ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","2HJ26AA#ABA",,,"AMD Ryzen 5","Ryzen 5 1400","3.2 GHz","N/A",,,,,,,,,,,"NVIDIA Geforce GTX 1050","2",,"8GB","DDR4","2400",,"120GB","SATA","1TB","7200",,"Windows 10 Home",,,"Bluetooth 4.2","1x USB 3.0 Type-C; 2x USB 3.0, 2x USB 2.0, 2x USB 3.0",,"1 HDMI; 3 DisplayPort",,"1 headphone/microphone combo","7-in-1 memory card reader","N/A",,,"N/A",,,,,,
"DT-HP-0115-CUK-003","HP Envy 750-610 Gaming Desktop (AMD Ryzen 5 1400 + GeForce GTX 1050 2GB, 16GB RAM, 256GB SSD + 1TB HDD, DVDRW, Bluetooth 4.1) Gamers Tower PC","Inputs: 2x8GB DDR4-2400 DT + GTX 1050 2GB + 256GB Nytro SSD
Outputs: 1x8GB DDR4-2400 DT + Generic RX 580 4GB","ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","2HJ26AA#ABA",,,"AMD Ryzen 5","Ryzen 5 1400","3.2 GHz","N/A",,,,,,,,,,,"NVIDIA Geforce GTX 1050","2",,"16GB","DDR4","2400",,"256GB","SATA","1TB","7200",,"Windows 10 Home",,,"Bluetooth 4.2","1x USB 3.0 Type-C; 2x USB 3.0, 2x USB 2.0, 2x USB 3.0",,"1 HDMI; 3 DisplayPort",,"1 headphone/microphone combo","7-in-1 memory card reader","N/A",,,"N/A",,,,,,
"DT-HP-0115-CUK-004","HP Envy 750-610 Gaming Desktop (AMD Ryzen 5 1400 + GeForce GTX 1050 Ti, 16GB RAM, 256GB SSD + 1TB HDD, DVDRW, Bluetooth 4.1) Gamers Tower PC","Inputs: 2x8GB DDR4-2400 DT + GTX 1050 Ti + 256GB Nytro SSD
Outputs: 1x8GB DDR4-2400 DT + Generic RX 580 4GB","ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","2HJ26AA#ABA",,,"AMD Ryzen 5","Ryzen 5 1400","3.2 GHz","N/A",,,,,,,,,,,"NVIDIA Geforce GTX 1050 Ti","4",,"16GB","DDR4","2400",,"256GB","SATA","1TB","7200",,"Windows 10 Home",,,"Bluetooth 4.2","1x USB 3.0 Type-C; 2x USB 3.0, 2x USB 2.0, 2x USB 3.0",,"1 HDMI; 3 DisplayPort",,"1 headphone/microphone combo","7-in-1 memory card reader","N/A",,,"N/A",,,,,,
"DT-HP-0115-CUK-005","HP Envy 750-610 Gaming Desktop (AMD Ryzen 7 1700 + GeForce GTX 1060 3GB, 16GB RAM, 256GB SSD + 1TB HDD, DVDRW, Bluetooth 4.1) Gamers Tower PC","Inputs: Ryzen 7 1700 + 2x8GB DDR4-2400 DT + GTX 1060 3GB + 256GB Nytro SSD
Outputs: Ryzen 5 1400 + 1x8GB DDR4-2400 DT + Generic RX 580 4GB","ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","2HJ26AA#ABA",,,"AMD Ryzen 7","Ryzen 7 1700","3 GHz","N/A",,,,,,,,,,,"NVIDIA Geforce GTX 1060","4",,"16GB","DDR4","2400",,"256GB","SATA","1TB","7200",,"Windows 10 Home",,,"Bluetooth 4.2","1x USB 3.0 Type-C; 2x USB 3.0, 2x USB 2.0, 2x USB 3.0",,"1 HDMI; 3 DisplayPort",,"1 headphone/microphone combo","7-in-1 memory card reader","N/A",,,"N/A",,,,,,
"DT-HP-0115-CUK-006","HP Envy 750-610 Gaming Desktop (AMD Ryzen 7 1700 + RX 580 4GB, 16GB RAM, 256GB SSD + 1TB HDD, DVDRW, Bluetooth 4.1) Gamers Tower PC","Inputs: Ryzen 7 1700 + 2x8GB DDR4-2400 DT + 256GB Nytro SSD
Outputs: Ryzen 5 1400 + 1x8GB DDR4-2400 DT","ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","2HJ26AA#ABA",,,"AMD Ryzen 7","Ryzen 7 1700","3 GHz","N/A",,,,,,,,,,,"AMD RX 580","4",,"16GB","DDR4","2400",,"256GB","SATA","1TB","7200",,"Windows 10 Home",,,"Bluetooth 4.2","1x USB 3.0 Type-C; 2x USB 3.0, 2x USB 2.0, 2x USB 3.0",,"1 HDMI; 3 DisplayPort",,"1 headphone/microphone combo","7-in-1 memory card reader","N/A",,,"N/A",,,,,,
"LT-DE-0076","Refurbished - Dell Latitude 3380 - LAT196098SA, i3-6006U, 8GB, 500GB7200, 13.3 HD Touch, W10P","DELL FACTORY RECERTIFIED LATITUDE 3380 BUSINESS NOTEBOOK INTEL:I3-6006U/CI3-2.00GLV 8GB/1-DIMM 500GB/7200RPM MR GBE 802.11AC+BT WEBCAM INTEL-HD520/IGP 13.3HD/TOUCH W10P-64 4-CELL 4.1LBS BLACK WARRANTY-EXP=01/31/19
","ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","LAT196098SA",,,"Intel Core i3 6th Gen","i3-6006U","2.0","13.3""","HD","13.3"" HD Touchscreen Display","1366 x 768","1",,,,,,,"Intel Integrated Graphics",,,"8GB","DDR4","2133",,,,"500GB","7200",,"Windows 10 Pro","802.11 AC",,"Bluetooth",,,,,,,,,,,,,,,,"4.1"
"DT-HP-0116-CUK-001","HP Omen 880-010z 1VK44AV (AMD Ryzen 5 1400, 8GB DDR4 RAM, 1TB HDD, NVIDIA GeForce GTX 1060 3GB, Windows 10 Home)","Input: Ryzen 5 1400, 1x8GB DDR4-2400 DT, GTX 1060 3GB
Output: Ryzen 7 1700, 2x8GB DDR4-2400 DT, Generic GTX 1080 Ti","ea",,"Inventory","true","N","1","lbs","0","0","0","in","Serial Number",,,"false","true","false","false","1VK44AV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
